full_name,label,degree,neighbors_count,in_degree,out_degree,self_loops,max_call_circles
datetimetester.TestDate.test_ordinal_conversions,889,1,1,0,1,0,0
datetimetester.TestDate.test_overflow,1058,1,1,0,1,0,0
datetimetester.TestDate.test_pickling,1299,1,1,0,1,0,0
datetimetester.TestDate.test_pickling_subclass_date,1462,1,1,0,1,0,0
datetimetester.TestDate.test_replace,1415,3,3,0,3,0,0
datetimetester.TestDate.test_roundtrip,875,1,1,0,1,0,0
datetimetester.TestDate.test_strftime,1193,2,2,0,2,0,0
datetimetester.TestDate.test_strftime_y2k,1402,1,1,0,1,0,0
datetimetester.TestDate.test_subclass_date,1436,2,2,0,2,0,0
datetimetester.TestDate.test_timetuple,1274,1,1,0,1,0,0
datetimetester.TestDate.test_today,1092,1,1,0,1,0,0
datetimetester.TestDate.test_weekday,1121,1,1,0,1,0,0
datetimetester.TestDateOnly.test_delta_non_days_ignored,831,1,1,0,1,0,0
datetimetester.TestDateTime.test_astimezone,2089,3,3,0,3,0,0
datetimetester.TestDateTime.test_bad_constructor_arguments,1631,1,1,0,1,0,0
datetimetester.TestDateTime.test_basic_attributes,1506,1,1,0,1,0,0
datetimetester.TestDateTime.test_basic_attributes_nonzero,1516,1,1,0,1,0,0
datetimetester.TestDateTime.test_combine,2041,3,3,0,3,0,0
datetimetester.TestDateTime.test_computations,1699,2,2,0,2,0,0
datetimetester.TestDateTime.test_extract,2036,2,2,0,2,0,0
datetimetester.TestDateTime.test_format,1560,2,2,0,2,0,0
datetimetester.TestDateTime.test_fromtimestamp,1833,1,1,0,1,0,0
datetimetester.TestDateTime.test_hash_equality,1676,1,1,0,1,0,0
datetimetester.TestDateTime.test_insane_fromtimestamp,1926,1,1,0,1,0,0
datetimetester.TestDateTime.test_insane_utcfromtimestamp,1935,1,1,0,1,0,0
datetimetester.TestDateTime.test_isoformat,1544,1,1,0,1,0,0
datetimetester.TestDateTime.test_microsecond_rounding,1886,1,1,0,1,0,0
datetimetester.TestDateTime.test_more_compare,1792,1,1,0,1,0,0
datetimetester.TestDateTime.test_more_ctime,1586,1,1,0,1,0,0
datetimetester.TestDateTime.test_more_pickling,1775,1,1,0,1,0,0
datetimetester.TestDateTime.test_more_strftime,2030,1,1,0,1,0,0
datetimetester.TestDateTime.test_more_timetuple,2008,1,1,0,1,0,0
datetimetester.TestDateTime.test_negative_float_utcfromtimestamp,1950,1,1,0,1,0,0
datetimetester.TestDateTime.test_pickling,1767,1,1,0,1,0,0
datetimetester.TestDateTime.test_pickling_subclass_datetime,1784,1,1,0,1,0,0
